source_file,program,institution,city,degree,inst_type,track,language,tuition,scholarship,url
master-all.json,"NO RELEVANT MASTER — departments are Critical Studies, Design, Dirty Art Department, Fine Arts, Studio for Immediate Spaces, plus an annually launched Temporary Programme",Sandberg Instituut (postgraduate programme of the Gerrit Rietveld Academie),Amsterdam,Master's degree,Public (government-funded art academy),Sound design / production,English,Over EUR 15k/yr,Not stated,https://sandberg.nl/ ; https://rietveldacademie.nl/en/page/373/master ; https://sandberg.nl/main-department-studio-for-immediate-spaces
master-all.json,MA Applied Musicology,"Utrecht University — Faculty of Humanities, Musicology",Utrecht,Master's degree,Public research university,Music business,English,Over EUR 15k/yr,Utrecht Excellence Scholarship (UES); Holland Scholarship,https://www.uu.nl/en/masters/applied-musicology ; https://www.uu.nl/en/masters/applied-musicology/study-programme
master-all.json,Audio post-production / film composing and sound design (1-year part-time) — class AV26,AV Sound Education (Audio Visual Sound Education),Utrecht,Not a degree,"Specialist audio academy — private Dutch provider, narrowly focused on audio post-production",Sound design / production,DUTCH — all materials and instruction appear to be in Dutch.,Not published,Not stated,https://avsoundeducation.nl/
master-all.json,Advanced Diploma in Music Production & Sound Engineering (full-time and part-time) — NOT A MASTER-LEVEL QUALIFICATION,Abbey Road Institute Amsterdam,Amsterdam,"""Advanced Diploma"". Awarding body NOT specified on the page. No Dutch NVAO accreditation, no CROHO registration and no university validation is stated — so this is not a Dutch hbo-master or wo-master and carries no EQF level 7 recognition on the evidence available.",Private/specialist audio academy,Sound design / production,English,Not published,None found.,https://abbeyroadinstitute.nl/courses/
master-all.json,"Master of Music (routes: Classical Music, New York Jazz, NAIP — New Audiences & Innovative Practice; plus Instrumental Learning and Teaching, Wind Band Conducting)",Hanze University of Applied Sciences — Prince Claus Conservatoire,Groningen,Master's degree,Government-funded hogeschool. IND RECOGNISED SPONSOR: YES (Hanze is on the IND register).,Music business,English.,Not published,Holland Scholarship.,https://www.prinsclausconservatorium.nl/en/programmes/master-of-music
master-all.json,Music Production / DJ Academy / Music Business tracks,Master The Mix Academy,"Hilversum — address verified: 's-Gravelandseweg 7, 1211 BN Hilversum",Not a degree,Specialist audio academy — private Dutch provider.,Music business,DUTCH — VERIFIED. The website is entirely in Dutch with no English option offered.,Not published,Not stated,https://www.masterthemix.com/ ; https://www.masterthemix.com/audio-engineer
master-all.json,"FUNDING-SCHEME FINDING — the NL Scholarship (formerly Holland Scholarship): no private Dutch institution participates, and private Dutch audio schools cannot sponsor a student visa either (NOT A PROGRAMME)","Nuffic / Study in NL, on behalf of the Dutch Ministry of Education, Culture and Science and participating higher-education institutions",The Hague (scheme administrator); participating institutions nationwide,Funding scheme,National scholarship scheme administered exclusively through publicly funded (bekostigd) institutions,Funding scheme,English,Not published,Not stated,https://www.studyinnl.org/finances/nl-scholarship
master-all.json,n/a — organisation dissolved,STEIM (STudio for Electro-Instrumental Music),Amsterdam,Not a degree,Independent non-profit research studio (dissolved),Sound design / production,N/A,Not published,Not stated,https://en.wikipedia.org/wiki/STEIM ; https://nieuweinstituut.nl/en/projects/minus-one/steim-24
sounddesign-europe.json,Master Game Technology (VERIFIED NEGATIVE — contains no audio specialisation),Breda University of Applied Sciences (BUas),Breda,MSc (Master of Science),University of applied sciences (public),"None relevant — game technology research only. Specialisations are Advanced Graphics Programming, Serious Games for Learning and Change, Virtual Humans, and Digital Twins. NO audio or sound-design specialisation exists.",English,,None found on the page read. The Holland Scholarship is a general Dutch scheme worth checking separately for non-EEA applicants.,https://www.buas.nl/en/programmes/master-game-technology
sounddesign-europe.json,"Advanced Diploma in Music Production & Sound Engineering (full-time and part-time) — NOT A MASTER'S, AND NO VISA SUPPORT FOR NON-EU RESIDENTS",Abbey Road Institute Amsterdam (ARI Education NL B.V.),Amsterdam,"Advanced Diploma. The course page's key-facts block states plainly: ""Qualification: Advanced Diploma"". No awarding body is named on the Dutch site (the London campus's NCFE accreditation is not claimed for Amsterdam). CORRECTION / NEW FINDING: the Dutch legal status IS published, on the fees page — ""Abbey Road Institute Amsterdam is an approved short vocational education provider in the Netherlands, registered under the name ARI Education NL B.V."" and, in the disclaimer, ""Abbey Road Institute Amsterdam is officially 'short vocational education' and does not entitle study finance. Precisely because of that, our tuition is eligible for tax deduction."" So: recognised as short vocational education, NOT NVAO-accredited higher education, NOT an hbo- or wo-master, no EQF level 7, no CROHO registration.","Private specialist audio academy; Dutch ""short vocational education"" provider",Music Production; Recording/Engineering; music theory for producers; music business,English,,"None. No scholarship or bursary is offered. The only cost relief mentioned is a Dutch income-tax deduction, and the page states explicitly that the programme ""does not entitle study finance"".",https://abbeyroadinstitute.nl/courses/diploma-music-production-sound-engineering
private-es-pt-nl-it.json,Advanced Diploma in Music Production and Sound Engineering (part-time),Abbey Road Institute Amsterdam (ARI Education NL B.V.),Amsterdam,,International chain campus – specialist audio academy (Abbey Road Studios brand),"Music production and sound engineering, delivered part-time over two years",English,,,https://abbeyroadinstitute.nl/courses/part-time-diploma-music-production-sound-engineering/fees-funding/ ; entry requirements: https://abbeyroadinstitute.nl/courses/part-time-diploma-music-production-sound-engineering/entry-requirements/ ; course and dates: https://abbeyroadinstitute.nl/courses/part-time-diploma-music-production-sound-engineering/
private-es-pt-nl-it.json,Advanced Diploma in Music Production & Sound Engineering — Part-time (2 years),Abbey Road Institute Amsterdam (ARI Education NL),"Amsterdam (Atlantisplein 1, 1093 NE — Q-Factory)",,International chain campus / specialist audio academy (Abbey Road Studios / Universal Music franchise),"Same curriculum as the full-time diploma, spread over two years to allow work alongside study.",English,,,
private-es-pt-nl-it.json,"Music Producer Jaaropleiding (Advanced) — Standard, Pro and VIP packages; plus DJ Opleiding Basis",Dutch Dance Music Academy (DDMA),Nijmegen (NOT Amsterdam — commonly mis-listed),,Specialist audio academy — private Dutch provider focused specifically on electronic dance music,"THE CLOSEST GENRE MATCH IN THIS SLICE to his stated goal of becoming an international DJ/producer: electronic dance music production across genres, plus a separate DJ course.",DUTCH (entire site and course delivery in Dutch).,,,https://dutchdancemusicacademy.nl/music-producer-jaaropleiding-advanced/ ; https://dutchdancemusicacademy.nl/producer-opleidingen/ ; https://dutchdancemusicacademy.nl/studio/
private-es-pt-nl-it.json,Advanced Mixing & Mastering Certificate (4 months),SAE Institute Amsterdam,Amsterdam,,International chain campus — specialist audio academy,Specialist mixing and mastering craft.,English,,,https://www.sae.edu/nld/courses/advanced-mixing-and-mastering-certificate/ ; https://www.sae.edu/nld/course-fees-2026-2027/
private-es-pt-nl-it.json,MA/MSc Professional Practice in Creative Media Industries — Audio Production specialism,"SAE Institute Amsterdam (SAE Institute Netherlands, part of the global SAE / Navitas chain)",Amsterdam (delivered fully ONLINE — no campus attendance),,International chain campus — specialist audio/creative-media academy (SAE operates ~50 campuses worldwide),"Self-directed, project-based professional practice master. Student develops one major creative project in a chosen specialism; Audio Production is one of the available specialisms (others: Music Business, Film, Game Art, Games Programming, VFX, Web Dev, Content Creation).",English,,,"https://www.sae.edu/gbr/courses/ma-msc-professional-practice/ (fees, entry requirements, specialisms); https://www.sae.edu/nld/courses/ma-msc-professional-practice/ and https://www.sae.edu/nld/masters/ (NL listing); https://www.sae.edu/nld/domestic-entry-requirements/ (visa and IELTS statement)"
private-es-pt-nl-it.json,"Beroepsopleiding Geluidstechniek / Music Producer (1-year part-time) — FLEX, CLASSIC PRAKTIJK and ELITE PRAKTIJK tiers",Sound Education Nederland,UNVERIFIED (Netherlands; the school operates nationally and delivers classroom lessons online) — confirm campus location,,"Specialist audio academy — private, independent Dutch provider (operating since 2004; describes itself as one of the largest part-time audio programmes in the Netherlands)","Sound engineering and music production, plus recently DJ-ing. Taught by 20+ working specialists.",DUTCH. This is a hard blocker for him.,,,https://www.soundeducation.nl/kosten ; https://www.soundeducation.nl/school-voor-geluidstechniek-en-muziek-producer ; https://www.soundeducation.nl/leren-muziek-produceren
