scholarship_id,name,funder,block,amount_detail,covers,tunisian_eligible,eligibility_verbatim,exclusion_clause_verbatim,deadline_2027_intake,application_url,path_codes,notes,sources
pointblank-scholarships-bursaries,"Point Blank Music School Scholarships, Bursaries & Funds","Point Blank Music School (private specialist school; campuses London, Los Angeles, Ibiza, plus Online)",Field-specific & industry,"Mixed. Online school: ""Scholarships are available for applicants to practical courses in the Online school worth the value of one module"". Higher-education line: ""Some scholarships are worth GBP 3,000 per year (up to GBP 9,000 total)"". Named partner awards exist (e.g. the DENIS SULTA X DJ MAG SCHOLARSHIP, London). Exact amounts per award NOT VERIFIED against the primary pages - see provenance warning.","Tuition, in whole or in part (module value, or an annual sum against fees). No living-cost element identified.",NO,"For the GBP 3,000/year higher-education award: applicants must ""be UK nationals applying to study their first degree, have household income under GBP 46,000 per annum, and not be eligible for other funding including student loans"". For the youth award: ""available to applicants aged 18-25 whose circumstances may otherwise prevent them from commencing their studies, aiming to provide a unique platform for electronic music DJs and producers"". EU line: ""The We Are Europe Scholarship is available to eligible EU students and ensures they pay the same tuition fees as Home (UK) students"".","Three independent bars, none of which a Tunisian citizen clears: (1) the main HE award requires applicants to ""be UK nationals applying to study their first degree"" - fails on nationality AND on first-degree status, since this candidate already holds a 300-ECTS degree and is seeking a master's; (2) the We Are Europe Scholarship is ""available to eligible EU students"" - Tunisia is not an EU member state; (3) the awards are attached to the LONDON and ONLINE schools, and no scholarship was found attached to the IBIZA campus - the Ibiza page located is ""Student Discounts & Opportunities for Our Ibiza Students and Graduates"", i.e. discounts for people already enrolled, not entry scholarships. A VERBATIM Ibiza-campus exclusion clause: NOT FOUND, because no Ibiza scholarship scheme was found to exclude from.","NOT FOUND. No deadline is published in the material retrievable here; the route given is ""Applications can be made by completing a Scholarship and Bursary Application form, which can be requested from admissions@pointblankmusicschool.com"", with queries to scholarships@pointblankmusicschool.com.",https://www.pointblankmusicschool.com/locations/london/joining-pointblank-london/scholarship-bursaries-and-funds/,A | P | S,"RELEVANCE CAVEAT: Point Blank's Spain presence is the IBIZA campus, which runs short courses and diplomas rather than a master's degree; the degree-level provision (and therefore the scholarship machinery) sits in LONDON, which is outside Spain and outside this sweep's target. So even setting nationality aside, Point Blank is a weak fit for a September 2027 Spanish master's intake. PROVENANCE WARNING - this record is weaker than the others in this file: pointblankmusicschool.com is on the brief's confirmed-blocked list and returned HTTP 403 to a direct fetch of the scholarships & bursary policy PDF. All quotes above come from the SEARCH INDEX of pointblankmusicschool.com pages, not from pages directly read. source_access: search index - domain returns 403, not directly fetched. A human must open https://www.pointblankmusicschool.com/content/pdf/policies/policies-23-24/scholarships-&-bursary-policy---v2.0-2023-24.pdf in a normal browser to confirm the eligibility wording and to check whether any newer policy version covers Ibiza. Flag for gaps.md.","{""field"": ""scholarship list, HE award amount and UK-national requirement, We Are Europe EU restriction, application route"", ""url"": ""https://www.pointblankmusicschool.com/locations/london/joining-pointblank-london/scholarship-bursaries-and-funds/"", ""accessed"": ""2026-08-25""} | {""field"": ""online school scholarships worth one module"", ""url"": ""https://www.pointblankmusicschool.com/about-point-blank/about-online-school/online-scholarships-and-bursaries-/"", ""accessed"": ""2026-08-25""} | {""field"": ""Ibiza campus offers discounts for enrolled students/graduates, not entry scholarships"", ""url"": ""https://www.pointblankmusicschool.com/about-point-blank/about-ibiza-school/about-point-blank-ibiza-/discount-and-opportunities"", ""accessed"": ""2026-08-25""} | {""field"": ""scholarships & bursary policy PDF - returned HTTP 403, NOT READ"", ""url"": ""https://www.pointblankmusicschool.com/content/pdf/policies/policies-23-24/scholarships-&-bursary-policy---v2.0-2023-24.pdf"", ""accessed"": ""2026-08-25""}"
nvidia-graduate-fellowship,NVIDIA Graduate Fellowship Program,NVIDIA Corporation,Field-specific & industry,"""funding in the amount of up to $60,000 per award"". ""The amount of the award is based on the individual student's actual costs of stipend, tuition and mandatory fees."" ""Amount of the award cannot exceed stipend, tuition, and mandatory fees.""","""an unrestricted gift to be used to further the student's research over the academic year"", covering stipend, tuition and mandatory fees. ""Awards are issued to the university for disbursement, not directly to the student"" / ""the award must be administered through the student's university; payment will be made to the university, not directly to the student"".",NO,"""Students must have already completed their first year of PhD level studies (at the time of application)"" / ""Students must have majors in Computer Science, Computer Engineering, System Architecture, Electrical Engineering, or a related area"" / ""Students must be engaged in active research as part of their PhD thesis"" / ""Students must be enrolled as a full time active PhD student during the 2026-2027 academic year (9 months) of the award"" / ""Students must be available to complete an in-person summer internship prior to the start of their Fellowship year at one of NVIDIA's research offices in the United States, Canada, Germany, Sweden, Finland, Switzerland, Israel, and Taiwan.""","Excluded by DEGREE LEVEL, not by nationality. NVIDIA is explicit that nationality is not a bar: ""Are International PhD students eligible? Yes. International students are eligible to apply. Keep in mind, the Graduate Fellowship Award amount may vary by country, region or location, and while NVIDIA has many international offices, we can only support fellowship internships in the United States, Canada, Germany, Sweden, Finland, Switzerland, Israel, and Taiwan."" The bar is that the scheme is PhD-ONLY and requires a full year of PhD study already completed at application: ""Students must have already completed their first year of PhD level studies (at the time of application)"". A master's applicant cannot apply. Note also that SPAIN IS NOT on the list of countries where NVIDIA can host the mandatory internship, and ""If selected for an award, a completed internship at NVIDIA is required before the Fellowship award year can begin"" - so even a future PhD in Spain would have to travel to one of the eight listed countries. Also: ""Full-time NVIDIA employees and immediate family of NVIDIA employees cannot participate.""","Not applicable to a master's intake. For reference, the most recent published cycle closed ""3pm Pacific Time, September 15, 2025"" for the student application, with recommendation letters due ""12noon Pacific Time, September 15, 2025"" (three hours earlier).",https://www.nvidia.com/en-us/research/graduate-fellowships/,AA | AB,"Recorded to close the question: NVIDIA has NO master's-level scholarship. The Graduate Fellowship is a PhD research fellowship and is the only NVIDIA academic funding line found. It is worth flagging as a FUTURE option: if this candidate proceeds to a PhD in AI/ML after the master's, he would become eligible from his second PhD year onward, with no nationality bar - but the mandatory in-person NVIDIA internship excludes Spain as a host location, which is a practical complication for a Spain-based PhD. Stacking is not automatic: ""Whether it is OK to combine the NVIDIA fellowship with another fellowship depends on several factors -- please contact the NVIDIA Graduate Fellowship for details"".","{""field"": ""amount, eligibility, internship countries, international-student FAQ, deadline, award administration, stacking"", ""url"": ""https://www.nvidia.com/en-us/research/graduate-fellowships/"", ""accessed"": ""2026-08-25""}"
microsoft-research-phd-fellowship,Microsoft Research PhD Fellowship (EMEA / Europe region),Microsoft Research,Field-specific & industry,NOT FOUND - the programme page carries no current amount because the call is paused (see below).,NOT FOUND,NO,"""The Microsoft Research PhD Fellowship is a global program that identifies and empowers the next generation of exceptional computing research talent."" / ""For eligible students at universities globally pursuing research aligned to Microsoft Research areas of focus."" / ""We currently offer PhD fellowships in Asia-Pacific, Canada and the United States, EMEA (Europe, Middle East, Africa), Latin America, Australia and New Zealand.""","TWO independent bars, neither of them nationality. (1) DEGREE LEVEL - it is a PhD fellowship; there is no master's-level Microsoft Research fellowship. (2) THE PROGRAMME IS PAUSED: ""Update: Microsoft Research has paused our call for proposals/nominations for the 2023 calendar year. We are exploring new avenues to invest in our academic partnerships and bring together students and researchers to collaborate, share knowledge, and pursue new research directions."" That notice was still the live banner on the page when read on 2026-08-25, and the most recent cohort named on the page is ""The Microsoft Research 2022 Global PhD Fellowship recipients were announced in October 2022"" - i.e. no cohort has been announced for four cycles.",NONE - no call is open. The programme has not run a call since the 2022 cohort.,https://www.microsoft.com/en-us/research/academic-program/phd-fellowship/,AA | AB,"Recorded so that no later wave re-lists Microsoft as a live funder for Spanish study. Microsoft's replacement vehicle named on the same page is the ""Microsoft Research AI & Society Fellows program"", which ""unit[es] eminent scholars and experts"" - a senior-researcher programme, not student funding, and therefore also not a route for this candidate. NO Microsoft master's scholarship active in Spain was found. If a human wants to double-check, the Europe regional tab of the same page is the place to look for any restart of the call.","{""field"": ""programme scope, regions, pause notice, last announced cohort"", ""url"": ""https://www.microsoft.com/en-us/research/academic-program/phd-fellowship/"", ""accessed"": ""2026-08-25""}"
google-phd-fellowship-europe,Google PhD Fellowship Program (Europe and the Middle East region),Google Research,Field-specific & industry,"Europe and the Middle East: ""Up to 2 year Fellowship"" and ""Yearly bursary towards stipend / salary, health care, social benefits, tuition and fees, conference travel and personal computing equipment. The bursary varies by country."" NO fixed figure is published for Europe - unlike other regions, which are stated numerically (Canada/US US $85K per year, India early-stage US $50K, Africa US $15K, Latin America US $15K/yr, East Asia US $10K, Australia/NZ AUD $20K). The Europe amount for Spain is therefore NOT FOUND.","""stipend / salary, health care, social benefits, tuition and fees, conference travel and personal computing equipment"" - the most comprehensive coverage of any scheme in this block, and one of the few naming health care and social benefits.",NO,"""The Google PhD Fellowship Program welcomes applications for outstanding PhD students worldwide. The details of each Fellowship vary by region. PhD students from Africa, Australia, Canada, East Asia, Europe, India, Latin America, the Middle East, New Zealand, Southeast Asia and the United States, must be nominated for the fellowship by their university. Applications must be submitted by an official representative of the university during the application window. Please contact your department or graduate school for more information on the internal nomination process.""","Excluded by DEGREE LEVEL and by ROUTE, not by nationality. (1) It funds PhD students only - ""Google PhD Fellowships directly support graduate students as they pursue their PhD"" - so a master's applicant cannot apply. (2) It is nomination-only and the student cannot self-apply: ""must be nominated for the fellowship by their university. Applications must be submitted by an official representative of the university during the application window."" No nationality or residency clause was found; the programme is described as open to ""outstanding PhD students worldwide"" with regional streams, and Spain sits inside the ""Europe and the Middle East"" stream.",Not applicable to a master's intake. Regional application windows are set by Google and routed through the university's internal nomination process; no Europe date is published on the programme page.,https://research.google/programs-and-events/phd-fellowship/,AA | AB,"FUTURE OPTION, NOT A 2027 MASTER'S OPTION. Recorded because 'Google academic programmes active in Spain' was an explicit target: the answer is that Google's Spain-reachable academic funding is the PhD Fellowship, and it is closed to master's applicants. If the candidate proceeds to a PhD in Spain after the master's, this becomes live and carries no nationality bar - and the Europe stream's coverage of health care and social benefits is unusually generous. The practical constraint is that it must be won THROUGH the Spanish university, so choice of PhD institution matters. SEE ALSO the separate record google-generation-scholarship-emea for Google's master's-level line, which could NOT be verified.","{""field"": ""programme scope, regions, nomination requirement, Europe bursary description, per-region amounts"", ""url"": ""https://research.google/programs-and-events/phd-fellowship/"", ""accessed"": ""2026-08-25""}"
google-generation-scholarship-emea,Generation Google Scholarship (EMEA) - UNVERIFIED,Google,Field-specific & industry,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,https://buildyourfuture.withgoogle.com/scholarships/generation-google-scholarship-emea,AA | AB | AC,"DELIBERATE NOT-FOUND RECORD, written so this lead is not lost and is not later filled in from memory. The Generation Google Scholarship (EMEA) is Google's student-level - as opposed to PhD-level - scholarship line for Europe, the Middle East and Africa, and it is the only plausible Google route for a master's student in Spain. It could NOT be verified in this pass. Reason: buildyourfuture.withgoogle.com is an Angular single-page application whose content is not present in the served HTML. Direct fetch returned HTTP 200 with a 96KB shell containing only the string 'BuildYourFuture'; the JavaScript bundle (main.9ca0c65bf5ce4c16.js, 286KB) was downloaded and searched and contains NO scholarship text and NO discoverable JSON data endpoint; probing /api/scholarships and /index.json returned the same SPA shell. WebSearch could not be used to recover indexed content because this agent's per-session WebSearch budget (200 calls) was already exhausted by earlier waves. WHAT A HUMAN MUST CHECK, in priority order: (1) whether master's/postgraduate students are eligible at all, or only undergraduates - this is the decisive question and Google's student scholarships are historically undergraduate-weighted; (2) whether eligibility is defined by country of STUDY (a university in Spain would then qualify a Tunisian) or by country of CITIZENSHIP/right to work (which would likely exclude him); (3) amount, currency and deadline. Flag for gaps.md as needing a human to open the page in a normal browser. source_access: page is a client-rendered SPA - HTML shell fetched, content NOT retrievable by any automated means available here.","{""field"": ""page exists but content is not machine-retrievable"", ""url"": ""https://buildyourfuture.withgoogle.com/scholarships/generation-google-scholarship-emea"", ""accessed"": ""2026-08-25""}"
ibm-phd-fellowship,IBM PhD Fellowship Award (IBM Academic Awards Program),IBM Research,Field-specific & industry,"""IBM PhD Fellowships are awarded worldwide. The value of the awards varies by the country in which the university is located. Awards for universities in the United States are $40,000. Awards for other countries vary between $6,000 and $25,000."" A university in Spain therefore falls in the $6,000-$25,000 band.","NOT SPECIFIED beyond the cash value. Non-cash: ""All awardees will have an IBM mentor for the duration of the award period and are strongly encouraged to intern during the year of their award. The internship is not guaranteed or mandatory.""",NO,"""Must be nominated by a doctoral faculty member; students cannot nominate themselves."" / ""Must be enrolled full-time in a PhD program over the academic year of the award or forfeit the fellowship."" / ""Must stay in the same program for the duration of the award - no transferring of departments or schools."" / ""Nomination for the award program is by invitation only. Nominating faculty must submit thoroughly developed proposals, remain engaged during the vetting and due diligence process, and use the university domain email address for all correspondence."" / ""The highly competitive IBM PhD Fellowship Awards provide funding for PhD students in the final years of their PhD program.""","Excluded by DEGREE LEVEL and by ROUTE: PhD only, final years of the PhD, faculty-nominated, invitation-only, no self-application. IBM DOES publish a nationality-linked exclusion, and it is worth recording precisely because it does NOT catch Tunisia: ""That are from U.S. embargoed countries or attending institutions located in U.S. embargoed countries are not eligible for the program."" Tunisia is not a U.S. embargoed country, and Spain plainly is not, so this clause would not bite - the bar for this candidate is purely that he is a master's applicant, not a late-stage PhD student. Also a stacking ban: ""Receiving a comparable fellowship or support from another company or institution (except for academic scholarships) during the IBM PhD Fellowship funding period are ineligible for this award. IBM reserves the right to revoke nominee's eligibility and withdraw the funding of the PhD award upon knowledge of such award.""",Not applicable to a master's intake; no date published on the page - the cycle runs through faculty nomination via the IBM Fellowship Awards nomination portal. Contact: phdfellow@us.ibm.com.,https://research.ibm.com/university/awards/fellowships.html,AA | AB | AC,"Recorded to close the IBM question: IBM has NO master's-level scholarship in the Academic Awards Program; the PhD Fellowship is the student-funding line and it targets students in the FINAL years of a PhD, so it is two steps away from this candidate. The embargoed-countries clause is captured verbatim because it is exactly the kind of industry restriction the brief asked to be checked - and here it happens to be harmless. Note the internship caveat for any future application: ""All student visas must align with terms of the internship.""","{""field"": ""eligibility, nomination route, embargoed-countries clause, stacking ban, award values by country, mentor/internship terms"", ""url"": ""https://research.ibm.com/university/awards/fellowships.html"", ""accessed"": ""2026-08-25""}"
aws-ai-ml-scholars,"AWS AI & ML Scholars (powered by AWS Skill Builder, with Udacity)","Amazon Web Services, delivered with AWS Training Partner Udacity",Field-specific & industry,"In-kind training, not cash. ""AWS AI & ML Scholars covers the full cost of a three-month Udacity Nanodegree."" ""All learners who complete the program's Challenge phase receive a three-month subscription to AWS Skill Builder"". Scale: ""AWS AI & ML Scholars sponsored 100,000 learners in 2026"", of whom ""The top 4,500 performers after the Challenge phase will advance to participate in a fully-funded Udacity Nanodegree"". No monetary value is published.","A three-month Udacity Nanodegree and a three-month AWS Skill Builder subscription. It covers NO university tuition, NO fees, NO living costs.",NO,"""Who's eligible? Learners 18+ years old / No prior AI/ML experience needed / Available globally (where permitted)"" and ""Anyone 18 years or older was eligible to apply. No prior AI or ML experience required.""","Excluded by PURPOSE, not by nationality - and the nationality position is deliberately vague rather than restrictive: ""Available globally (where permitted)"". AWS does not publish the list of countries where participation is 'permitted', so whether Tunisia is included is NOT FOUND; a human would have to check Udacity's terms at application time. The decisive point is that this is NOT university funding: it awards a three-month Udacity Nanodegree, so it cannot contribute anything to the cost of a master's in Spain. Also note the 2026 cycle is closed: ""Please note that all available spots for the program's 2026 Challenge phase have been filled.""","Not applicable to a 2027 master's intake, and the cycle does not align with an academic year. 2026 cycle for reference: applications opened 24 March 2026 on Udacity and closed 24 June 2026 (""earlier if all 100,000 seats are filled""); the Nanodegree phase ran 4 August to 4 November 2026. No 2027 cycle is published.",https://aws.amazon.com/machine-learning/scholarship/,AA | AB,"Recorded to close the AWS question definitively: AWS does NOT fund Spanish university study. Its student-facing programme is free vendor training delivered through Udacity, valuable as CV material and as AI/ML upskilling before a September 2027 intake, but it is not funding and must not be counted in any budget. AWS Educate, the other programme sometimes cited, is likewise free training credits rather than tuition support. NO AWS scholarship for degree study in Spain was found.","{""field"": ""eligibility, global availability caveat, what the award covers, phases, 2026 dates, 100,000/4,500 figures"", ""url"": ""https://aws.amazon.com/machine-learning/scholarship/"", ""accessed"": ""2026-08-25""}"
santander-open-academy,Santander Open Academy scholarships (formerly Becas Santander),"Banco Santander, through Santander Universidades / Santander Open Academy",Field-specific & industry,"NOT A SINGLE SCHEME - it is a catalogue of many separate calls, each with its own value. The platform organises them into four families: ""Financial Assistance - Scholarships for financial assistance to support undergraduate studies and university access for those in need""; ""Academic Mobility - Scholarships for national and international mobility to study at another academic institution""; ""Research - Scholarships for students and faculty to support research in a specific program or project""; ""Professional Internships - Scholarships to facilitate access to the job market through professional internships"". Per-call amounts NOT FOUND - see provenance note.","Varies by call. Many Santander calls are short-course or language-training grants rather than tuition for a full master's - the platform's own headline is ""More than 1,000 courses, content, and scholarships"" and ""Courses, content, and scholarships, at no cost to you.""",CONDITIONAL,"""Who can apply for Santander Open Academy scholarships? The scholarships are aimed at a wide variety of profiles, from university students to professionals. Each call may have specific requirements, so review the eligibility criteria."" / ""Do scholarships require being a Banco Santander customer? No, in most cases it is not necessary to be a Banco Santander customer. Some calls may have particular conditions.""","NO platform-wide nationality or residency exclusion exists - and that is itself the finding. Santander explicitly devolves eligibility to each individual call: ""Each call may have specific requirements, so review the eligibility criteria."" The structural constraint that matters for this candidate is not nationality but SEQUENCING: the catalogue is built ""With the support of leading universities, institutions and organizations"", and the Academic Mobility and Financial Assistance families are addressed to students already enrolled at a partner institution. A Tunisian citizen applying from Tunisia before securing a place therefore has nothing to apply to; the same person, once matriculated at a Spanish partner university in September 2027, becomes eligible to apply to that university's Santander calls. The bank-customer question is explicitly NOT a barrier in most cases.","NOT FOUND - there is no single deadline. Each call publishes its own window on the Santander Open Academy platform, and calls open and close continuously through the year.",https://www.santanderopenacademy.com/en/scholarships.html,AA | AB | AC | X | P,"ACTION POINT RATHER THAN A FUNDING SOURCE FOR THE APPLICATION STAGE. The right way to use Santander is: (1) it cannot help fund the decision to come to Spain, because nearly every call presupposes enrolment at a partner university; (2) once a Spanish university place is confirmed for September 2027, check that specific university's Santander calls immediately, because there is no nationality bar and no customer requirement; (3) when comparing Spanish universities, whether the university is a Santander Universidades partner is a genuine tie-breaker. PROVENANCE WARNING: the scholarship CATALOGUE itself (app.becas-santander.com) is a client-rendered application - fetching the search endpoint returned an 83KB shell containing only the string 'Santander Open Academy', with no call data. Individual call values, requirements and deadlines could NOT be enumerated here, and WebSearch budget was exhausted. A human must browse the catalogue in a normal browser and filter by 'Spain' and 'master'. Flag for gaps.md. Note also that becas-santander.com now 301-redirects to santanderopenacademy.com - any older URL in this dataset should be updated.","{""field"": ""scholarship families, per-call eligibility devolution, bank-customer FAQ, application route"", ""url"": ""https://www.santanderopenacademy.com/en/scholarships.html"", ""accessed"": ""2026-08-25""} | {""field"": ""platform homepage; confirms 301 redirect from becas-santander.com"", ""url"": ""https://www.santanderopenacademy.com/en/index.html"", ""accessed"": ""2026-08-25""} | {""field"": ""scholarship catalogue - client-rendered, no call data retrievable"", ""url"": ""https://app.becas-santander.com/en/search?q=master"", ""accessed"": ""2026-08-25""}"
spain-corporate-master-places-not-found,"Company-funded master's places at Spanish universities (Indra, Repsol, Inditex, NTT Data, Accenture) - NO SCHEME FOUND",Indra / Fundacion Repsol / Inditex / Fundacion NTT DATA / Fundacion Accenture,Field-specific & industry,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,,AA | AB | AC | X,"DELIBERATE NEGATIVE RECORD covering the corporate names the orchestrator asked about that produced no verifiable master's-funding scheme, so that a later wave does not re-run the same dead ends without knowing they were tried. WHAT WAS ACTUALLY CHECKED AND WHAT CAME BACK: (1) FUNDACION REPSOL - https://www.fundacionrepsol.com/es/becas/ resolved (HTTP 200) but the foundation's published activity lines are 'Catedras Universitarias', 'Fondo de Emprendedores', 'Deporte escolar', 'Economia verde y social', 'Open Room', 'Voluntariado Repsol' and 'Zinkers'. Catedras Universitarias funds university CHAIRS, not student scholarships. No master's beca found. (2) FUNDACION NTT DATA - https://www.nttdatafoundation.com/ returned HTTP 200 but is entirely client-rendered; the served HTML contains only the title string. No content retrievable. (3) INDITEX - https://www.inditex.com/itxcomweb/es/sostenibilidad/comunidad returned an 834KB page containing NO occurrence of 'beca', 'scholarship', 'master' or 'convocatoria'. Inditex's known education programmes are its language/mobility becas run with UNED and its Salvador de Madariaga chairs, neither of which surfaced here and neither of which funds an AI or music master's. (4) FUNDACION INDRA (fundacionindra.org) and FUNDACION ACCENTURE (fundacionaccenture.org) - BOTH FAILED AT THE NETWORK GATEWAY with 'CONNECT tunnel failed, response 502'. This is an infrastructure block in this environment, NOT evidence that the schemes do not exist, and must not be read as a negative finding. THESE TWO ARE THE HIGHEST-VALUE REMAINING LEADS IN THIS BLOCK and a human should open both in a normal browser. GENERAL PATTERN OBSERVED, offered as a hypothesis and not as a verified fact: Spanish corporate money for postgraduate study reaches students through intermediaries rather than direct company scholarships - through Fundacion Carolina (nationality-restricted to Latin America and Portugal, see bbva-carolina-master-datos-ia), through corporate foundations that fund university chairs rather than students (Repsol), or through corporate-nationality-restricted programmes (see fundacion-telefonica-becas-master-stem, Spanish nationals only). A Tunisian candidate should not expect direct company funding for a Spanish master's and should not delay other applications waiting for it. CAVEAT ON SEARCH COVERAGE: this agent's WebSearch budget (200 calls per session) was exhausted before this group could be searched, so these four were probed only by direct fetch of canonical URLs. Absence here is weak evidence. Flag all five for gaps.md.","{""field"": ""Fundacion Repsol activity lines - no student becas"", ""url"": ""https://www.fundacionrepsol.com/es/becas/"", ""accessed"": ""2026-08-25""} | {""field"": ""Fundacion NTT DATA - client-rendered, no content retrievable"", ""url"": ""https://www.nttdatafoundation.com/"", ""accessed"": ""2026-08-25""} | {""field"": ""Inditex community/sustainability page - no beca/scholarship/master strings present"", ""url"": ""https://www.inditex.com/itxcomweb/es/sostenibilidad/comunidad"", ""accessed"": ""2026-08-25""} | {""field"": ""Fundacion Indra - network gateway 502, NOT REACHED"", ""url"": ""https://www.fundacionindra.org/"", ""accessed"": ""2026-08-25""} | {""field"": ""Fundacion Accenture - network gateway 502, NOT REACHED"", ""url"": ""https://www.fundacionaccenture.org/"", ""accessed"": ""2026-08-25""}"
es-work-rights-student-visa-30h,"Student stay (estancia de larga duración por estudios) — right to paid work, 30 h/week, no separate work permit","Gobierno de España — Reglamento de la LO 4/2000, aprobado por Real Decreto 1155/2024 (in force 20 May 2025)",Assistantships & employment,"N/A — this is the legal ceiling on paid work, not an award. Cap: 30 hours per week. Pay must comply with the applicable convenio colectivo: ""siempre y cuando las condiciones laborales se ajusten a la normativa vigente y al convenio colectivo aplicable para la actividad a ejercer"" (art. 57.1).",,YES,"Art. 57.1, párrafo 4: ""La autorización de estancia de larga duración obtenida en virtud de los supuestos establecidos en el artículo 52.1, letra a), autorizará a trabajar por cuenta propia y ajena, automáticamente y sin necesidad de un trámite adicional, siempre que esta actividad laboral sea compatible con la realización de esos estudios."" || Art. 57.2: ""Con carácter general, la actividad laboral a la que se refiere el apartado primero del presente artículo no podrá ser superior a las treinta horas semanales, salvo en el caso de la formación profesional de régimen intensivo que se estará a lo que determine la legislación sectorial. El incumplimiento de dicho límite será causa de extinción de la autorización estancia de larga duración."" || Art. 52.1.a) (who this covers): ""Realización de estudios superiores, como actividad principal, en una institución o centro de enseñanza superior reconocido en España, en el marco de un programa a tiempo completo, que conduzca a la obtención de un título de educación superior reconocido."" || Art. 57.5: ""En caso de que la persona titular de la autorización ejerza una actividad laboral en los términos previstos en este artículo, el requisito de seguro médico establecido en el artículo 35 se entenderá cumplido mediante el alta en el régimen correspondiente de la Seguridad Social."" || Curricular internships need nothing extra: ""No será preciso solicitar otra autorización adicional para realizar prácticas curriculares, entendiendo por tales las que formen parte del plan de estudios o formación para el que se otorgó la autorización de estancia de larga duración... Las prácticas académicas externas curriculares en entidades públicas o privadas y la fase de formación en empresa u organismo equiparado tendrán dicha consideración, y, por tanto, su realización estará cubierta por la autorización de estancia de larga duración por estudios concedida.""","Geographic limit — art. 57.3: ""La autorización se limitará geográficamente a la comunidad autónoma en la que se haya concedido la autorización de estancia de larga duración. No obstante, se podrá realizar actividad laboral en localidades de otra comunidad autónoma siempre y cuando sean localidades limítrofes con la comunidad autónoma en la que se haya concedido la autorización de estancia de larga duración."" || Duration tie — art. 57.4: ""La vigencia de la autorización para trabajar coincidirá con la de la autorización de estancia de larga duración. La pérdida o denegación de la prórroga de la autorización de la estancia de larga duración será causa de extinción de la autorización para trabajar."" || Compatibility — art. 57.1, párrafo 3: ""Dichas actividades deberán ser compatibles con la realización de aquéllas para las que, con carácter principal, se concedió la autorización de estancia de larga duración.""",N/A — standing law. In force since 2025-05-20 (RD 1155/2024 entered into force six months after BOE publication of 2024-11-20).,https://www.boe.es/buscar/act.php?id=BOE-A-2024-24099,,"THIS IS THE GATING FACT FOR THE WHOLE BLOCK, and the answer is favourable. A Tunisian citizen holding a Spanish student stay authorisation for a full-time official master's (art. 52.1.a) may work up to 30 h/week, employed or self-employed, AUTOMATICALLY, with NO separate work permit. This is a change from the old RD 557/2011 regime (20 h/week and an employer-initiated autorización de trabajo). Consequences: (1) a paid RA/TA contract at a lab is legally holdable; (2) part-time paid work in general is holdable; (3) the employer must register the student with the Seguridad Social, and that registration then substitutes for the private health-insurance requirement of art. 35; (4) the job must be in the same autonomous community as the study authorisation (or a bordering locality) — so a Barcelona student cannot casually hold a Madrid contract; (5) exceeding 30 h/week is an express ground for EXTINCTION of the stay authorisation — this is not a soft limit. Note also art. 52.1.a) expressly includes títulos propios within 'estudios superiores' for visa purposes, so a título propio does not by itself defeat the student visa (it still defeats PhD access and public funding — see the shared brief). Text obtained from the BOE consolidated version, fetched directly and quoted verbatim.","{""field"": ""30 h/week cap, automatic authorisation, curricular internships, Social Security, geographic limit"", ""url"": ""https://www.boe.es/buscar/act.php?id=BOE-A-2024-24099#a5-9"", ""accessed"": ""2026-08-25""} | {""field"": ""art. 52.1.a) definition of covered studies (full text)"", ""url"": ""https://www.boe.es/buscar/act.php?id=BOE-A-2024-24099"", ""accessed"": ""2026-08-25""}"
